ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
1286,72nd/Cicero,Tootsie Roll,7401 S Cicero Av,"Tootsie Roll Industries, Inc. et al",79,"Located in West Lawn community, the project consists of rehabilitating a 2 million square foot manufacturing, distribution, and warehouse facility.  The project also includes 500,000 square foot expansion and environmental remediation.",09/29/1993,$43400000,$217000000,1145714.690945024,1855226.754892337,41.758727998,-87.741535662,"(41.75872799769038, -87.74153566231715)"
10731,73rd/Kedzie,Nabisco,7300 S Kedzie Av,"Nabisco, Inc.",,"Located in Chicago Lawn, the project includes installing three new baking lines at the Nabisco plant.",06/16/1994,$60000000,$378900000,1156263.152524936,1856008.860226838,41.760668583,-87.702854797,"(41.76066858314362, -87.7028547971541)"
1275,Fullerton Normandy,Home Depot - Fullerton Normandy,2555 N Normandy Av,Home Depot Corp.,63,"Located in Montclare community area, the project includes demolishing an existing structure and constructing a 130,000 square foot single story Home Depot store.  The store will include a 28,000 square foot outdoor garden and 700 parking spaces.",09/14/1993,$3100000,$17500000,1131355.38637244,1916424.969601002,41.926924806,-87.792751048,"(41.92692480560085, -87.79275104806534)"
1313,41st/King Drive,P G Stewart - Tower 4 - Constr,4100 S Dr Martin Luther King Jr Dr,Paul G. Stewart Apartments Associates Phase V L.P.,118,"Located in Grand Boulevard community area, the project consists of construction of a 13-story residential building.  The building includes 96 units and community room.",05/10/1994,$1808000,$10978567,1179494.777854302,1877879.875457123,41.820185923,-87.617042278,"(41.82018592254523, -87.6170422783576)"
1408,Eastman/North Branch,Essanay Studio Lighting,1346 N North Branch St,Essanay Studio & Lighting Co.,275,"Located in the Near North Side community, the project includes construction of a sound stage production facility.  The project consists of demolishing part of an existing building, rehabilitating the remaining 10,000 square foot structure, and construction of two additions totally 26,000 square feet.  There are two sound stages, offices, warehouses, and conference areas within the building.",05/09/1995,$394000,$2922000,1168433.480656635,1909011.170811984,41.905858636,-87.656719794,"(41.905858635728926, -87.65671979400794)"
1416,Lincoln/Belmont/Ashland,"Lincoln-Belmont-Ashland, LLC",3201 N Lincoln Av,"Lincoln/Belmont/Ashland, LLC",283,"Located in the Lakeview community, the project includes construction of a 90,000 square foot retail space, 176 parking spaces, 80 loft condos, and 47 townhomes.",09/13/1994,$7671036,$37210799,1165113.096812305,1921351.989551813,41.939793808,-87.668565279,"(41.939793807635674, -87.66856527872653)"
1421,Near South <Central Station,Sr Suites - 1400 S Indiana,1400 S Indiana Av,Chicago Central Station L.P. and Senior Suites Chicago Corp.,289,"Located in the Near South Side community area, the project includes construction of 71,000 square foot residential building for senior citizens.  The senior housing will have 96 units.",05/19/1995,$960000,$9527428,1177842.093678392,1893842.680240401,41.864026665,-87.622620427,"(41.864026664933036, -87.62262042699355)"
1373,49th/St. Lawrence,Willard Square,4915 S Saint Lawrence Av,Willard Square L.P.,214,"Located in the Grand Boulevard community area, the project includes the construction of fifteen 3-story six unit buildings, two 3-story, 3-unit  buildings and one 3-story, 4-unit building, with approximately 100 dwelling units and related facilities.",11/14/1995,$3457564,$11388438,1181129.059650684,1872482.506333672,41.805337569,-87.611213454,"(41.8053375694944, -87.61121345400585)"
1434,Stockyards SEQ,OSI Industries,4545 S Racine Av,"OSI Industries, Inc.",305,"Located in the New City community area, the project includes rehabilitation of 104,000 square feet of meat processing production facility.  The project also consists of construction of a new 20,000 square foot addition.",11/14/1995,$2068000,$14687000,1169157.668412665,1874480.643777652,41.81108829,-87.655061641,"(41.8110882897476, -87.65506164142094)"
1433,Stockyards SEQ,Marina Cartage,4450 S Morgan St,Marina Cartage,304,"Located in the New City community area, the project includes construction of 32,000 square foot building for use as a truck maintenance, warehouse, dispatch and service facility.",12/12/1995,$1135972,$4543888,1170351.223029229,1875094.712488393,41.812747424,-87.650665894,"(41.81274742437032, -87.65066589354052)"
1422,Near South <Central Station,Vietnam Vet Art Gallery,1801 S Indiana Av,Vietnam Veterans Arts Group,290,"Located in the Near South Side community area, the project rehabilitating an existing building an art gallery.",01/09/1996,$1000000,$2056143,1177979.637821211,1891588.61509185,41.857838242,-87.622184053,"(41.85783824203235, -87.62218405329706)"
1420,Near South <Central Station,Lakefront SRO - Wabash,1521 S Wabash Av,South Loop L.P. and Lakefront Single Room Occupancy Corp.,288,"The project includes the construction of 207 unit residential building for low and middle income tenants.  The project will also consist of parking facilities, job training center, and landscaping on adjacent site.",12/12/1995,$580500,$16833900,1177054.324977237,1892851.445671202,41.861324513,-87.625542259,"(41.86132451284019, -87.62554225942642)"
1401,Irving/Cicero,Six Corners S.C.,4000 N Cicero Av,"Six Corners Development, L.L.C.",264,"Located in Portage Park, the project includes demolishing existing structures and construction of a new 117,000 square foot retail space which includes a grocery store and 800 parking spaces.",05/14/1996,$3700000,$19274000,1143616.408740038,1926179.626445182,41.953471538,-87.747451498,"(41.95347153824119, -87.74745149775624)"
1253,Goose Island,Republic Windows,930 W Evergreen Av,"Republic Windows & Doors, Inc.",38,"Located in the Near North Side community area, the project includes construction of 325,000 square foot window fabrication and office facility on a 15 acre site.  The project also includes infrastructure and other related improvements.",05/14/1996,$9132000,$36987715,1169579.273872976,1908715.078090108,41.905021262,-87.652519544,"(41.905021262318606, -87.65251954438537)"
1276,Chatham Ridge,Home Depot - 87th Dan Ryan,200 W 87th St,Home Depot Corp.,64,"Located in Chatham community area, the project includes demolition of existing structures and construction of a 130,000 square foot single story Home Depot store with a 28,000 square foot outdoor garden center and 700 space parking lot.",07/30/1996,$3200000,$15409527,1176468.169778227,1847271.399201138,41.736261699,-87.629064716,"(41.7362616993756, -87.62906471642536)"
1335,35th/Halsted,Trippe Manufacturing,1111 W 35th Pl,"Trippe Manufacturing Co., Inc.",158,"Located in Bridgeport, the project includes demolition of an existing structure and construction of a 920,000 square foot
new/rehabilitated structure to be used for manufacturing, distribution, and office facilities.",02/24/1997,$1600000,$8399000,,,,,
1277,Roosevelt/Canal,Soo T,1200 S Canal St,"Soo T, LLC",65,"Located in the Near West Side community area, the project includes the construction of a 98,000 square foot retail shopping center including a supermarket and additional retail space.",01/29/1997,$4500000,$20349361,1173268.771030949,1894952.634878732,41.867175125,-87.639375813,"(41.86717512472001, -87.63937581258092)"
1264,Division/Hooker,FedEx - W Division,875 W Division St,Federal Express Corp.,52,"Located in Near North Side community area, the project includes construction of 120,000 square foot sorting and distribution facility.",04/29/1996,$2200000,$12402672,1170021.369852544,1908162.397410816,41.903495034,-87.65091175,"(41.90349503410579, -87.6509117502969)"
1303,Howard/Paulina,Paulina Howard - Dominicks CTA,1763 W Howard St,"Combined Development-Howard, L.L.C.",106,"Located in Rogers Park community area, the project includes the construction of an 87,000 square foot grocery store, fitness center, 40,000 square foot movie theater and other retail spaces.The project also includes 570 parking spaces, new CTA offices, station, bus terminal, and pedestrian access to CTA station.",01/14/1997,$8000000,$72788297,1163123.85790163,1950306.646064297,42.01928855,-87.675058509,"(42.01928855008811, -87.67505850938775)"
1266,West Grand,Petsmart - W Grand,6601 W Grand Av,Pet Smart Inc.,54,"Located in Montclare community area, the project includes demolishing an existing building and construction of a 26,000 square feet commercial/retail facility.",05/14/1996,$800000,$4359000,,,,,
1399,Chinatown Basin,Jade Garden Apts,336 W Cermak Rd,Jade Garden Ltd. Partnership,262,"Located in Armour Square Community, the project includes construction of 72 low income housing units  in three buildings.",03/27/1996,$425000,$7797821,1174143.21270647,1889787.767060025,41.852982914,-87.636319575,"(41.85298291354927, -87.63631957503861)"
1273,Roosevelt/Homan,Theatre - ICE Plitt - Roosevelt Homan,3330 W Grenshaw St,"Plitt/ICE Lawndale, L.L.C.",61,"Located in North Lawndale community area, the project constructed a 40,000 square foot movie theater.",10/08/1996,$3335611,$10353000,,,,,
1379,95th/Western,Borders - 95th Western,9500 S Western Av,DB Beverly L.L.C.,228,"Located in the Beverly community area, the project includes construction of a shopping center with a 25,000 square foot bookstore and 118 parking spaces.",03/11/1997,$1600000,$5922000,1162006.022980799,1841538.88212461,41.720843291,-87.682208048,"(41.72084329055877, -87.68220804837588)"
1417,Near North,North Town Village,1311 N Halsted St,NTV Limited Partnership,284,"Located in the Near North side community, the project created 261 unit mixed-income residential housing.  The first phase will include 116 rental properties; a 7-story mid-rise building (88 units), 2 six-flats (12 units),  and 2 8-flats (16 units).  The apartments include 38 market rate units, 39 CHA units,  and 39 tax credit tenants.",10/12/1999,$8600000,$55000000,1170813.061910157,1908876.861901864,41.905438247,-87.647982743,"(41.90543824673755, -87.64798274340468)"
1289,89th/State,Chatham Club,19 E 90th St,"Chatham Club, L L C",82,"Located in Chatham community area, the project includes the construction of 143 single family homes, a play lot, and open green space.",05/12/1998,$3600000,$33647500,1178076.919840574,1845311.625150962,41.730847558,-87.623230085,"(41.73084755826071, -87.62323008500381)"
1263,95th/Stony Island,95th Stony,1600 E 95th St,"95th & Stony I, L.L.C. and 95th & Stony II, L.L.C.",51,"Located in South Deering community area, the project includes the construction of an 180,000 square foot retail center which consists of a grocery store, restaurants and other retail spaces.",09/09/1997,$7025000,$28963203,1188537.746187744,1842339.840767953,41.722449457,-87.585003569,"(41.72244945701069, -87.58500356910938)"
1369,South Works Industrial,Solo Cup,3333 E 87th St,Solo Cup Company,208,"Located in South Chicago community area, the project includes site remediation, construction of 1,000,000 square foot industrial facility, and construction of a railroad spur.",09/28/1999,$22090000,$88450000,1199953.090837608,1847880.647149619,41.737373946,-87.543005218,"(41.73737394630549, -87.5430052178916)"
1412,Goose Island,Gooseland Venture,1060 W Division St,Gooseland Venture L.L.C.,279,"Located in the Near North Side community area, the project includes construction of four industrial and warehouse buildings which total 265,000 square feet.",06/30/1998,$1212753,$14928460,1168968.540141778,1908210.753432838,41.903650644,-87.654777599,"(41.903650643523946, -87.65477759856)"
1270,Howard/Paulina,Howard Theater,1615 W Howard St,Howard Theater Limited,58,"Located in the Rogers Park community area, the project includes the rehabilitation of the Howard Theater into 40 affordable rental units and 10 commercial storefront spaces.  The 30,000 square feet of residential space will also include elevator accessibility for a portion of the units.",09/09/1997,$878200,$3790000,1163945.959028077,1950306.207793904,42.019269958,-87.672033297,"(42.01926995801616, -87.6720332966243)"
1413,Goose Island,Sara Lee - Riverworks,910 N Halsted St,Riverworks LLC,280,"The Sara Lee Riverworks project is located in the Goose Island TIF District. The economic development project consists of the rehabilitation of two building with a total of 150,000 square feet. In addition, the project includes the construction of a 30,000 square foot building, parking space, research and development facilities and landscaping.",10/13/1998,$5000000,$38300000,1170816.428129877,1906645.642511934,41.899315577,-87.648035852,"(41.89931557654383, -87.6480358515775)"
1272,North/Cicero,North Cicero,1600 N Cicero Av,North and Cicero LLC,60,"Located in the Austin community area, the project includes the construction of a 173,000 square foot shopping center.",07/28/1998,$3000000,$20478550,1144049.44292494,1910221.223021598,41.909672002,-87.746261304,"(41.9096720015102, -87.74626130363035)"
1009,83rd/Stewart,Chatham Market,8300 S Stewart Av,"W2005 CMK Realty, L.L.C.",15,"Located in Auburn Gresham community area, the project includes construction of a 450,000 square foot retail shopping center .  The project also consists of site remediation, 1,750 parking spaces, and public improvements to roads and utilities.",05/12/1998,$26100000,$81933000,1175031.317597106,1849860.313727227,41.743398158,-87.634251774,"(41.743398157880364, -87.63425177445762)"
1288,Roosevelt/Union,UIC,2035 W Taylor St,Board Of Trustees - U Of I,81,"Located in the Near West Side community area, the project includes the land acquisition, demolition, environmental remediation, and infrastructure improvements.  The project also consists of student housing, new retail space,parking garages,
and private for-sale housing.",12/01/1998,$107957123,$680847764,1162931.573804833,1895530.248236012,41.868983188,-87.677308795,"(41.86898318771279, -87.67730879546438)"
1267,35th/Halsted,Miracle - Pepsi,1400 W 35th St,Miracle LLC,55,"Located in McKinley Park community area, the project includes the rehabilitation of a 325,000 square foot warehouse and distribution facility.",05/13/1997,$1650000,$18700000,1167540.402586735,1881603.607323861,41.830669322,-87.66078914,"(41.830669321974916, -87.66078914042615)"
1327,26th/King Drive,Mercy Hospital,2525 S Michigan Av,Mercy Hospital and Medical Center,142,"Located in the Near South Side community area, this project is for the rehabilitation of the main campus hospital building, site preparation for the sale of the eastern portion of the site for residential development, and other costs associated with the acquisition and environmental remediation for hospital parking rehab hospital, site prep, environmental remediation.",12/13/2005,$60897431,$263151638,1177690.143926885,1887533.37299816,41.846716957,-87.623369728,"(41.84671695664648, -87.62336972761213)"
10627,Homan/Arthington,UCAN CITY TIF,3600 W Fillmore St,Uhlich Children's Advantage Network,,"The proposed project consists of the new construction of a 7 acre Chicagoland institute for transforming youth (CITY) campus.  This development will include two buildings, recreational and open green space, total parking includes 103 spaces. One building will house a three-story, 54,500 square- foot youth home with a maximum of 70 beds. Each living unit will include small kitchens and group rooms. Plans also include a music room, art therapy room, media room and game room. This building will also have an indoor gymnasium and weight room.

The second building will house a two-story 31,200 square foot program office to provide expanded outreach services focusing on areas case management, family support services, workforce development, clinical and counseling services, mentoring and violence interruption/prevention.  
The development will also consist of outdoor recreation space that will include green space and an athletic field.  Both buildings will use energy efficient building construction.",09/10/2013,$2500000,$39086515,1152501.662279728,1895174.475437083,41.868219251,-87.715609117,"(41.86821925121685, -87.71560911661228)"
1333,Midwest,Lawndale Restoration Apts,1339 S Lawndale Av,"Lawndale H&A Bond, LP, and Lawndale H&A Bond Development, LLC",154,"Located in North Lawndale community area, the project included the rehabilitation of 66-units in four buildings which are part of a larger ten building 170-unit project.  The entire projects consists of affordable multi-family rental units.",03/13/2007,$8950000,$28796475,1151966.033107059,1893344.764210996,41.863208875,-87.717623709,"(41.86320887509389, -87.7176237091202)"
1040,"51st/Lake Park,51st/Lake Park",City Hyde Park,5100 S Lake Park Av,Antheus Capital,1133,"The Developer intends to construct a mixed-use retail and residential development comprised of approximately 105,000 sq ft of retail, anchored by a 30,000 sq ft grocery store, as well as one residential tower above the Retail Space comprised of approximately 180 residential units (144 market rate and 36 affordable units), and an underground parking garage with a minimum of 350 spaces and containing certain green initiatives.  The project will bring much needed retail and grocery to the Hyde Park area, as well as expand the number of affordable housing units.",10/09/2012,$11321242,$113445664,1187472.986558923,1871458.763455783,41.80237973,-87.587979407,"(41.802379729614486, -87.58797940662785)"
1040,"51st/Lake Park,51st/Lake Park",City Hyde Park,5100 S Lake Park Av,Antheus Capital,1133,"The Developer intends to construct a mixed-use retail and residential development comprised of approximately 105,000 sq ft of retail, anchored by a 30,000 sq ft grocery store, as well as one residential tower above the Retail Space comprised of approximately 180 residential units (144 market rate and 36 affordable units), and an underground parking garage with a minimum of 350 spaces and containing certain green initiatives.  The project will bring much needed retail and grocery to the Hyde Park area, as well as expand the number of affordable housing units.",10/09/2012,$11321242,$113445664,1187472.986558923,1871458.763455783,41.80237973,-87.587979407,"(41.802379729614486, -87.58797940662785)"
11135,Cicero/Archer,Midway Pointe Senior Residences Housing,5001 W 47th St,Perlmark Realty Corporation,,"The proposed project is being developed by Perlmark Realty Corporation.  Perlmark was formed in 1990 by James Perlman.  Mr. Perlman has been involved in real estate investment and development for over twenty-five years.  Prior to forming Perlmark, he held an interest in a major residential investment and development company that was located in the Chicagoland area.  During his tenure, Mr. Perlman performed all phases of land acquisition, financial and market feasibility, procurement of all project financing, as well as coordinated the planning and development phases with planners, architects and engineers.
Since Perlmark's inception, they have developed and currently owns and operates six independent senior living facilities, totaling 906 units.

The proposed project is the new construction of a six-story, 95 unit, affordable senior residential apartment building.  The building will contain 89 one-bedroom apartments and six (6) two-bedroom apartments.  The facility will have 24-hour on-site management, versatile community rooms, lounges, a warming kitchen, library, TV/media room, and laundry.  Support services will include planned monthly activities, wellness and health fairs, coordination of support services, grocery delivery, pharmacy delivery and an optional meal plan.  There will be open surface parking spaces for thirty-two (32) cars and one loading space at the rear of the building.  The site will be landscaped and fenced with an ornamental fencing.  This project was approved as Planned Unit Development number 1225 on October 16, 2013.

The project will provide 85 affordable units for households at or below 60% of Area Median Income and 10 market-rate units.  The project will achieve Energy Star rating certification to comply with the City's Sustainable Development Policy.",08/11/2015,$2600000,$20729715,1143801.511082435,1872966.568064695,41.807444946,-87.748104957,"(41.80744494553823, -87.74810495692935)"
1302,Stony Island Commercial/Burnside Industrial,Midway Broadcasting - WVON,1000 E 87th St,Midway Broadcasting Corp.,105,"Rehab 17k sf of building for WVON radio station including: broadcasting space, office, library, landscaping, parking lot improvements; 37.5k sf leased for warehouse and other uses; rehab fa?ade; Green Roof / Energy Star-rated roof",01/11/2005,$1000000,$4277615,1184292.911196624,1847540.225013633,41.736820103,-87.600389456,"(41.73682010302977, -87.6003894557764)"
1032,Western Avenue North,Ravenswood Station Retail,1820 W Lawrence Av,Magellan Development Group,949,"The Ravenswood Retail Station project is located in the Western Avenue North TIF district. The redevelopment project consists of a newly constructed 127,000 square foot retail shopping center containing a Mariano?s Fresh Market, L.A. Fitness and Sears Tire and Auto Store. The shopping center will also include 357 parking spaces.",07/10/2012,$4500000,$42041660,1163161.141852532,1931949.564744545,41.968915386,-87.675440288,"(41.96891538611746, -87.6754402877927)"
1437,Division/Homan,Institute Puerto Rican,3015 W Division St,Institute of Puerto Rican Arts and Culture,308,"Located in the Humboldt Park community, the project includes rehabilitating 25,000 square feet of stables and reception building as a museum.  The museum will include a theater, art classrooms, museum store, and a caf?.",10/10/2006,$1000000,$5696243,1156049.279872421,1907790.458268817,41.902767935,-87.702244428,"(41.902767934754905, -87.70224442778351)"
10666,47th/State,XS Tennis Village,5256 S State St,XS Tennis,,"The developer is proposing the new construction of a two-story 150,991 square foot tennis and sports facility with a separate 2,500 square foot clubhouse and parking for approximately 160 vehicles.    The tennis and sports facility building will feature 10 regulation size tennis courts, 12 mini tennis courts, a 5,000 square foot fitness center, temporary basketball courts, classrooms and training space. The building will also contain 8 multi-purpose rooms, locker rooms, reception area, players? lounge, a pro shop and an observation deck.  The site and parking lot will be accessed from the corner of West 54th Street and South State Street. A dedicated drop-off area, visitor parking, and secure member parking for 160 spaces is provided along the south portion of the site.",08/12/2014,$2943793,$9812643,1177131.044126648,1869991.661901498,41.798593699,-87.625951608,"(41.79859369940406, -87.62595160817123)"
1794,River South,IGA - CTA - 18th St. Connector,26 W 18th St,Chicago Transit Authority,,"Improvements to the 18th Street Connector located on CTA's Orange Line Branch. The
work will primarily consist of rehabilitation and repair efforts.
Improvements will include:
? Track renewal on the elevated structure
? Waterproofing the structure's deck and applying anti-corrosion coating
? Structural repairs based on findings from a detailed structural evaluation
? Paintwork",02/09/2013,$7000000,$25000000,1176318.501551583,1891601.720618074,41.857911797,-87.628280966,"(41.85791179738786, -87.62828096585427)"
1312,43rd/Cottage Grove (DOH),Hearts Multi-Family 2,4258 S Langley Av,Hearts United Phase ll L.P.,117,"Located in Grand Boulevard, the project includes construction of 16 residential structures containing 107 apartments; 75 affordable units at 60% area median income and 27 that are leased by the Chicago Housing Authority.",03/28/2000,$3400000,$17562026,1181605.548956158,1876686.057327012,41.816861448,-87.609336023,"(41.81686144828344, -87.60933602328943)"
1021,43rd/Cottage Grove (DOH),Mahogany Shops And Lofts At 47,4701 S Cottage Grove Av,"Mahogany Chicago 47, LLC",591,"The project in the Grand Boulevard community will consist of a five-story mixed-use residential and commercial building with parking for the 72 residential units.  The project will include construction of two six flats, one nine flat, and rehabilitation of an existing three flat building.  The ground floor level will include 55,000 square feet of retail space with Walmart committed to 41,000 square feet.",07/10/2012,$12850000,$45631627,1182423.861962232,1874006.378947791,41.809489247,-87.606417429,"(41.80948924653102, -87.60641742939396)"
1311,43rd/Cottage Grove (DOH),Hearts Multi-Family 1,600 E Bowen Av,Hearts United L.P.,116,"Located in the Grand Boulevard community area, the project includes the construction of 16 residential structures containing 107 apartments of which 75 are affordable units at 60% area median income and 27 are leased by the Chicago Housing Authority.",05/12/1998,$4112216,$15900000,1180959.466354622,1877651.282413198,41.819525014,-87.611676254,"(41.81952501395977, -87.61167625422605)"
1315,43rd/Cottage Grove (DOH),Hearts Multi-Family 3,550 E 41st St,Hearts United Phase lll L.P.,120,"Located in Grand Boulevard, the project includes construction of two row houses and seven six-flats on 9 sites, which total 53 residential units.  Of the 53 units, 87% are affordable housing at 60% area median income.",10/23/2001,$1469000,$10983652,1180901.32314239,1877976.585237054,41.82041901,-87.611879525,"(41.82041900967597, -87.61187952486645)"
1037,"53rd Street,53rd Street",Hyatt Place Chicago At Hyde Park,5223 S Harper Av,Smart Hotels/Olympia Chicago,1110,"Located in the Hyde Park community, the project will construct an 84,000 square feet, six story hotel with 131 rooms and will also include 50 underground parking spaces. The amenities include a small work out facility, swimming pool, conference rooms, and meeting facilities for business travelers and community groups.",03/13/2012,$5215162,$28500090,1187223.28883834,1870676.405922466,41.800238823,-87.588919989,"(41.800238822724396, -87.58891998870733)"
1041,"Western/Rock Island,Western/Rock Island",Home Run Inn,10900 S Western Av,"CP MOK Properties, LLC.",1150,"The streamlined TIF request was for the construction of a 4,500 square foot commercial facility with approximately 20 parking spaces that be leased out to Home Run Inn Pizza. The project will create 35 permanent jobs (10 full-time and 25 part-time) and approximately 50 temporary construction jobs.",08/09/2011,$350000,$1556995,1162292.764405723,1832249.722835735,41.6953463,-87.681415356,"(41.69534630027884, -87.68141535642928)"
1041,"Western/Rock Island,Western/Rock Island",Home Run Inn,10900 S Western Av,"CP MOK Properties, LLC.",1150,"The streamlined TIF request was for the construction of a 4,500 square foot commercial facility with approximately 20 parking spaces that be leased out to Home Run Inn Pizza. The project will create 35 permanent jobs (10 full-time and 25 part-time) and approximately 50 temporary construction jobs.",08/09/2011,$350000,$1556995,1162292.764405723,1832249.722835735,41.6953463,-87.681415356,"(41.69534630027884, -87.68141535642928)"
1037,"53rd Street,53rd Street",Hyatt Place Chicago At Hyde Park,5223 S Harper Av,Smart Hotels/Olympia Chicago,1110,"Located in the Hyde Park community, the project will construct an 84,000 square feet, six story hotel with 131 rooms and will also include 50 underground parking spaces. The amenities include a small work out facility, swimming pool, conference rooms, and meeting facilities for business travelers and community groups.",04/05/2012,$5215162,$28500090,1187223.28883834,1870676.405922466,41.800238823,-87.588919989,"(41.800238822724396, -87.58891998870733)"
11079,Midwest,"CPS - Faraday, Jensen, and Ericson",3250 W Monroe St,Chicago Public Schools,,"Ward 28 Modern Schools Surplus Reallocation: Faraday, Jensen, &amp; Ericson - IGA pending",03/10/2014,$2300000,$2300000,1154521.276678498,1899387.886214201,41.879741174,-87.708081989,"(41.879741173507504, -87.70808198850602)"
10496,Goose Island,UI Labs,1333 N Hickory Av,UI LABS,,"Background

UI LABS is a not-for-profit corporation, which was successful, in nationwide competition, in securing a $70 million cooperative agreement from the U.S. Department of Defense (DoD), for the establishment of the Digital Manufacturing and Design Innovation Institute (DMDII) in Chicago.  The DoD agreement will ultimately leverage cost sharing commitments from industry, university and government partners. Principals of UI LABS are Warren E. Holtsberg, Chairman/President of the Board and Caralynn V. Nowinski, Secretary &amp; Treasurer. 

Project Description

UI LABS is proposing to lease and build-out 94,000 square feet of the former, Republic Windows and Doors facility (350,000 s.f.) at 1333 North Hickory Ave. to house the DMDII, as well as be the headquarters of UI LABS.
-The DMDII, hub will be headquartered in Chicago and will be the nation's flagship research institute in digital manufacturing and design innovation with capabilities, innovation and collaboration necessary to transform American manufacturing. The hub will apply cutting edge mobile, cloud and high-performance computing technologies to manufacturing challenges.
-The DMDII will directly create 50 temporary construction and 20 permanent jobs.

Benefits
Job creation
Occupation of available industrial building
Proximity of DMDII adds inherent value to Chicago manufacturers and its manufacturing ecosystem.",06/10/2014,$10000000,$16500000,1168900.365161506,1909333.452317685,41.906732877,-87.654995409,"(41.90673287736853, -87.65499540850405)"
1605,Addison South,Green Exchange,2546 W Diversey Av,"Gx Chicago, LLC",908,"Located in the Logan Square community, the project will rehabilitate a 272,000 square foot building as multi-tenant space.  The project is designed for the advancement of &quot;green&quot; business by bringing together a mix of organizations focused on green business under one roof and and allowing those organizations to grow.  The project will provide a retail presence, light industrial/manufacturing, product assembly, office space, work-live spaces, exhibit space, and common areas.",12/08/2009,$10000000,$52750742,1158690.125356143,1918551.759365004,41.93224404,-87.692248622,"(41.93224404049072, -87.69224862153072)"
1326,Central Loop,Metropolitan Allegro Bldg,171 W Randolph St,"Palmet Venture, LLC",140,"Located in the Loop, the project includes renovation of an existing hotel, theater, office building.  The building includes a 483 room hotel with two restaurants, renovation of the lobby,  meeting spaces.  The project also renovates &quot;Palace Theater&quot; as 2,350 seat theater, expands the stage,  meets ADA requirements, upgrades mechanical, electrical, plumping, sidewalk improvements, and facade improvements.",07/08/1997,$17600000,$77700000,1174909.505128107,1901229.206890971,41.884361877,-87.633164538,"(41.88436187748195, -87.63316453760919)"
1385,Central Loop,Chicago Symphony,220 S Michigan Av,Chicago Symphony Orchestra,240,"Located in the Loop, the project includes renovation of Orchestra Hall building, rehabilitation of Chapin &amp; Core Building at 67 E. Adams for use as music and education center, historic preservation work, and construction of a pedestrian arcade.",08/12/1997,$2500000,$67000000,1177288.817299504,1899305.380644964,41.879029191,-87.624485858,"(41.87902919094286, -87.62448585784588)"
1310,Northwest Industrial Corridor,Home Depot - NW Industrial Corridor,1919 N Cicero Av,"Home Depot U.S.A., Inc.",113,"The project includes the demolishing of existing industrial buildings on an 11 acre site, and construction of 118,000 square foot home improvement store, a 16,000 square foot outdoor garden center, 503 space parking lot, and installation of a new traffic signal at Cicero &amp; Cortland.",02/05/2002,$2675915,$18978127,1144130.608793204,1912422.183746908,41.915710146,-87.745907755,"(41.91571014555266, -87.74590775451382)"
500098,Western/Ogden,Casa Queretaro,1614 S Damen Av,Casa Queretaro LP,,"The project is a new construction, four-story single building containing 45 residential affordable rental units.  The surrounding land uses are typical of urban infill, low-rise residential (2 to 4 stories), medium density.  The site benefits from close proximity to public transportation and all vital amenities.  The project will include a community garden, onsite parking for 32 cars, and a landscaped courtyard.  The 45 units are distributed among the 4 floors, with a laundry room located on the 2nd floor, 1 elevator, and 3 stair cases provided for circulation.  The project will serve working families with affordable rents from (30%, 50%, and 60% AMI).  15 units will be set aside for the CHA. 

This is a bond transaction, which includes 4% &quot;automatic&quot; LIHTC of $5.4 million.  The city will issue $8,500,000 in tax exempt bonds, which will bridge the TIF and Equity funding.",07/08/2014,$4372080,$15459182,1163267.343270997,1891890.893945335,41.858989414,-87.676178379,"(41.85898941425604, -87.67617837902147)"
